tooltype;steel;stainless;castiron;aluminum;universal;catnum;invnum;unit;grinded;mfr;holdertype;tipdiamm;tipdiainch;shankdia;pitch;neckdia;tslotdp;toollen;splen;worklen;bladecnt;tiptype;tipsize;material;coating;inserttype;cabinet;qty;issued;avail;minqty;secocab;sandvikcab;kennacab;niagaracab;extcab;sourcetable;subtype
Face Mill;0;0;0;0;1;39RRC208;701.4952.7005;mm;No;SECO;SK-40;12;0.4724;33;N/A;N/A;N/A;156.5;37.0;151.0;6;90°;N/A;HSS;None;Type 3;1_D_1;12;2;10;11;N/A;N/A;N/A;N/A;0;tool;High-feed Face Mill
Drill;0;1;0;1;0;82KCM368;752.9074.9564;mm;No;Garant;SK-40;3.5;0.1378;11;N/A;N/A;N/A;69.0;37.24;53.61;6;N/A;0.4;HSS;None;N/A;6_C_11;11;3;8;7;N/A;N/A;N/A;N/A;0;tool;Pilot Drill
Sphere Mill;1;1;0;0;0;28NFE299;782.2691.5689;mm;No;Sandvik;SK-40;8;0.315;23;N/A;N/A;N/A;50.0;10.0;48.0;7;N/A;0.5;VHM;Diamond;N/A;6_B_11;11;3;8;8;N/A;2_E_8;N/A;N/A;38;tool;Sphere Mill
Chamfer Mill;1;0;0;1;0;57HXM884;742.8294.1146;inch;No;Sandvik;SK-40;50.8;2;41;N/A;N/A;N/A;90.0;49.84;85.75;7;30°;N/A;HSS;None;Type 1;3_F_4;8;1;7;3;N/A;2_D_3;N/A;N/A;14;tool;Double-sided Chamfer Mill
Thread Tap;0;0;0;0;1;79EJT941;711.1738.3765;mm;No;KENNAMETAL;SK-40;1.5;0.0591;12;M12;N/A;N/A;151.32;46.0;57.0;3;N/A;N/A;VHM;Aluminium Titanium Nitride;N/A;4_D_7;8;1;7;6;N/A;N/A;N/A;N/A;0;tool;Blind Hole Thread Tap
End Mill;1;1;1;0;0;53CVE515;720.1027.2488;mm;Yes;KENNAMETAL;HSK-A63;4.5;0.1772;49;N/A;N/A;N/A;170.01;44.0;95.0;9;45°;N/A;VHM;Diamond;Type 2;2_C_1;3;1;2;0;N/A;N/A;3_C_9;N/A;50;tool;Variable Helix End Mill
Drill;0;0;0;1;0;97OFH896;725.1766.2304;inch;No;SECO;HSK-A63;19.05;0.75;40;N/A;N/A;N/A;146.0;22.71;91.0;5;N/A;N/A;VHM;Aluminium Titanium Nitride;Type 3;3_B_13;13;5;8;11;N/A;N/A;N/A;N/A;0;tool;Pilot Drill
Face Mill;0;0;0;0;1;91NNP996;746.7871.8610;inch;Yes;Garant;SK-40;19.05;0.75;47;N/A;N/A;N/A;56.57;23.0;48.0;2;45°;0.03;HSS;Diamond;Type 3;5_F_10;10;2;8;7;N/A;N/A;N/A;N/A;0;tool;High-feed Face Mill
Thread Tap;0;0;0;0;0;76FRP387;714.6415.5330;inch;Yes;KENNAMETAL;SK-40;15.875;0.625;41;M8;N/A;N/A;106.25;45.0;59.0;10;30°;0.03;VHM;None;N/A;4_B_2;12;2;10;5;N/A;N/A;5_F_2;N/A;39;tool;Blind Hole Thread Tap
End Mill;1;0;1;1;0;96JWB848;724.2231.5860;mm;No;SECO;SK-40;1;0.0394;26;N/A;N/A;N/A;87.1;61.0;80.9;3;45°;N/A;HSS;None;N/A;2_A_15;6;1;5;2;N/A;N/A;N/A;N/A;0;tool;Chamfer Ended End Mill
Chamfer Mill;0;0;0;0;1;55HJW256;777.4163.7784;inch;No;Garant;HSK-A63;6.35;0.25;48;N/A;N/A;N/A;84.73;16.0;34.0;4;30°;N/A;VHM;Diamond;Type 1;2_C_14;7;0;7;3;N/A;N/A;N/A;N/A;0;tool;Double-sided Chamfer Mill
End Mill;0;0;0;0;1;11CPO416;730.4320.2057;inch;No;Niagara Cutter;HSK-A63;38.1;1.5;43;N/A;N/A;N/A;170.0;18.0;139.0;7;90°;N/A;VHM;Diamond;Type 2;4_F_14;4;4;0;3;N/A;N/A;N/A;N/A;0;tool;Ball Nose End Mill
Chamfer Mill;0;0;0;0;1;33CLR609;771.6672.9892;inch;Yes;KENNAMETAL;HSK-A63;9.525;0.375;47;N/A;N/A;N/A;100.56;19.25;24.67;5;N/A;0.06;VHM;Diamond;Type 1;1_A_2;1;0;1;0;N/A;N/A;4_B_13;N/A;25;tool;Double-sided Chamfer Mill
End Mill;0;0;0;0;1;71VLN310;755.9278.7463;inch;No;KENNAMETAL;HSK-A63;12.7;0.5;20;N/A;N/A;N/A;131.0;28.0;93.42;4;90°;0.03;VHM;Aluminium Titanium Nitride;Type 2;5_B_9;6;2;4;6;N/A;N/A;N/A;N/A;0;tool;Variable Helix End Mill
Chamfer Mill;0;0;0;0;1;12HNY978;788.7830.7526;inch;No;KENNAMETAL;SK-40;25.4;1;42;N/A;N/A;N/A;116.0;70.87;80.0;8;90°;N/A;HSS;Titanium Nitride;Type 3;5_A_10;7;2;5;0;N/A;N/A;4_C_7;N/A;49;tool;Double-sided Chamfer Mill
Drill;0;0;0;0;1;46IOU106;711.4662.3477;inch;Yes;Sandvik;HSK-A63;44.45;1.75;21;N/A;N/A;N/A;111.0;33.38;62.0;8;45°;N/A;HSS;None;N/A;1_E_7;4;3;1;2;N/A;N/A;N/A;N/A;0;tool;Modular Drill
Drill;0;0;0;0;1;37MUR874;758.2387.3709;mm;No;SECO;SK-40;1;0.0394;16;N/A;N/A;N/A;80.42;62.0;65.15;8;30°;N/A;VHM;Diamond;Type 3;5_A_4;4;2;2;4;N/A;N/A;N/A;N/A;0;tool;Flat-end Drill
Chamfer Mill;0;0;0;0;1;37RKY565;712.5450.2069;mm;Yes;SECO;HSK-A63;6;0.2362;32;N/A;N/A;N/A;78.23;50.32;69.0;4;30°;2;HSS;Titanium Nitride;Type 3;5_D_2;8;1;7;1;5_A_11;N/A;N/A;N/A;34;tool;Double-sided Chamfer Mill
End Mill;0;0;0;0;1;36RQJ466;748.2463.7812;inch;Yes;SECO;HSK-A63;38.1;1.5;37;N/A;N/A;N/A;88.22;34.0;51.37;8;N/A;N/A;VHM;Aluminium Titanium Nitride;Type 1;6_D_5;10;2;8;3;N/A;N/A;N/A;N/A;0;tool;Roughing End Mill
T-Slot Mill;0;0;0;0;1;49SUI253;795.7550.3525;mm;No;Niagara Cutter;SK-40;16;0.6299;10;N/A;5;10.0578;75.18;37.0;45.38;7;45°;N/A;HSS;Titanium Nitride;Type 3;5_C_10;13;3;10;5;N/A;N/A;N/A;N/A;0;tool;T-Slot Mill
Drill;1;0;1;0;0;20WEB614;770.7780.4115;mm;Yes;SECO;HSK-A63;2;0.0787;25;N/A;N/A;N/A;65.0;21.0;54.0;9;90°;0.5;VHM;Aluminium Titanium Nitride;Type 1;4_D_5;3;2;1;0;N/A;N/A;N/A;N/A;0;tool;Modular Drill
End Mill;1;0;1;1;0;16ENV813;722.1170.9344;inch;Yes;Sandvik;HSK-A63;25.4;1;29;N/A;N/A;N/A;70.0;43.27;69.0;5;90°;N/A;HSS;None;N/A;5_E_13;10;0;10;10;N/A;N/A;N/A;N/A;0;tool;Ball Nose End Mill
Face Mill;0;0;0;0;1;88LNL757;793.2936.6156;inch;Yes;Sandvik;SK-40;15.875;0.625;28;N/A;N/A;N/A;92.89;55.0;64.0;10;N/A;N/A;VHM;None;Type 1;4_E_6;8;2;6;4;N/A;6_B_14;N/A;N/A;2;tool;High-feed Face Mill
Drill;1;0;0;1;0;50QPU582;706.3623.2222;mm;Yes;Sandvik;SK-40;20;0.7874;30;N/A;N/A;N/A;106.0;20.9;81.0;3;N/A;N/A;VHM;Diamond;Type 2;3_C_3;7;2;5;2;N/A;2_A_14;N/A;N/A;19;tool;Flat-end Drill
Thread Tap;0;0;0;0;1;21JLI518;788.4838.7530;mm;No;Niagara Cutter;HSK-A63;20;0.7874;19;M6;N/A;N/A;188.15;20.0;44.0;7;90°;0.5;HSS;Aluminium Titanium Nitride;Type 2;1_A_10;10;1;9;4;N/A;N/A;N/A;6_B_8;13;tool;Blind Hole Thread Tap
End Mill;0;0;0;0;1;10IDQ523;799.3360.3230;mm;Yes;Niagara Cutter;SK-40;12;0.4724;34;N/A;N/A;N/A;164.0;25.0;94.0;2;45°;3;HSS;None;Type 2;5_D_14;5;0;5;5;N/A;N/A;N/A;5_A_11;45;tool;Ball Nose End Mill
Drill;0;0;0;0;1;88XPQ515;777.8321.8639;mm;Yes;Niagara Cutter;HSK-A63;3;0.1181;19;N/A;N/A;N/A;130.41;44.0;82.0;7;45°;0.5;VHM;Aluminium Titanium Nitride;Type 1;1_F_10;9;5;4;7;N/A;N/A;N/A;3_F_14;46;tool;Flat-end Drill
Drill;0;1;0;1;0;52YUA270;795.3933.9448;inch;Yes;SECO;HSK-A63;9.525;0.375;17;N/A;N/A;N/A;151.0;78.4;107.0;7;30°;N/A;HSS;Titanium Nitride;Type 3;6_B_9;12;4;8;11;6_F_7;N/A;N/A;N/A;5;tool;Flat-end Drill
Thread Tap;0;0;0;0;1;46SZQ339;700.2373.6613;mm;No;Sandvik;SK-40;1.5;0.0591;34;M12;N/A;N/A;121.0;30.76;74.79;2;45°;N/A;HSS;Diamond;Type 2;4_D_13;5;3;2;2;N/A;3_F_2;N/A;N/A;6;tool;Blind Hole Thread Tap
Drill;1;0;0;1;0;94GRA908;786.4020.3111;mm;No;Garant;HSK-A63;2;0.0787;32;N/A;N/A;N/A;159.49;78.0;125.0;1;N/A;N/A;HSS;Aluminium Titanium Nitride;Type 2;2_A_15;3;0;3;2;N/A;N/A;N/A;N/A;0;tool;Modular Drill
End Mill;0;0;1;1;0;86LMY533;754.8642.9109;mm;Yes;Sandvik;HSK-A63;6;0.2362;25;N/A;N/A;N/A;51.0;23.12;36.16;5;45°;0.3;VHM;Diamond;N/A;3_F_13;4;0;4;1;N/A;5_B_14;N/A;N/A;19;tool;Variable Helix End Mill
T-Slot Mill;0;0;0;0;1;46TEY462;746.2995.2979;mm;No;Niagara Cutter;HSK-A63;12;0.4724;46;N/A;9;9.4446;192.0;89.08;168.0;4;N/A;0.5;HSS;Aluminium Titanium Nitride;Type 1;5_E_6;7;3;4;1;N/A;N/A;N/A;5_E_14;0;tool;T-Slot Mill
Sphere Mill;0;0;0;0;1;14PCS796;746.9678.9060;inch;Yes;Sandvik;SK-40;31.75;1.25;32;N/A;N/A;N/A;96.57;14.0;33.0;5;90°;N/A;VHM;Titanium Nitride;Type 2;2_F_15;8;0;8;4;N/A;6_E_2;N/A;N/A;31;tool;Sphere Mill
T-Slot Mill;1;0;1;1;0;17UQY812;708.8333.3819;inch;No;Sandvik;SK-40;19.05;0.75;26;N/A;8;14.1722;78.0;19.0;45.0;7;45°;0.12;VHM;Titanium Nitride;Type 2;1_C_6;5;1;4;4;N/A;N/A;N/A;N/A;0;tool;Radius T-Slot Mill
Drill;0;0;0;0;1;11QWD243;797.5927.5651;mm;Yes;Garant;HSK-A63;6;0.2362;41;N/A;N/A;N/A;182.0;26.6;42.0;8;90°;N/A;HSS;Diamond;Type 3;6_D_1;9;3;6;2;N/A;N/A;N/A;N/A;0;tool;Pilot Drill
T-Slot Mill;1;1;1;0;0;22HTA218;726.7346.8546;mm;Yes;Niagara Cutter;SK-40;10;0.3937;12;N/A;19;9.5877;180.83;13.0;93.0;9;45°;2;HSS;None;Type 3;4_F_4;10;2;8;7;N/A;N/A;N/A;4_B_4;21;tool;Radius T-Slot Mill
Sphere Mill;0;0;1;1;0;38SQD462;762.7282.6394;inch;Yes;Sandvik;SK-40;44.45;1.75;21;N/A;N/A;N/A;82.52;36.0;58.65;7;90°;N/A;HSS;Diamond;Type 1;4_A_6;5;2;3;1;N/A;4_D_3;N/A;N/A;47;tool;Sphere Mill
Face Mill;0;0;1;0;0;33UWK103;715.1343.4152;inch;No;KENNAMETAL;SK-40;12.7;0.5;40;N/A;N/A;N/A;97.0;13.0;64.63;9;N/A;0.06;HSS;Aluminium Titanium Nitride;Type 3;6_C_12;10;2;8;6;N/A;N/A;2_A_11;N/A;31;tool;Face Mill
Thread Tap;0;0;0;0;1;30DTP366;746.5150.3930;inch;No;Niagara Cutter;SK-40;31.75;1.25;29;M8;N/A;N/A;170.0;61.0;101.0;8;30°;N/A;HSS;Titanium Nitride;N/A;2_C_8;7;4;3;2;N/A;N/A;N/A;N/A;0;tool;Thru-hole Thread Tap
Sphere Mill;0;0;0;0;1;57LPO979;755.4924.2296;mm;No;SECO;HSK-A63;3.5;0.1378;39;N/A;N/A;N/A;62.0;31.51;53.0;2;30°;0.3;VHM;Aluminium Titanium Nitride;Type 1;4_B_7;3;3;0;0;5_A_12;N/A;N/A;N/A;48;tool;Sphere Mill
Thread Tap;0;0;0;0;1;80FQG158;798.6926.5948;inch;Yes;SECO;SK-40;9.525;0.375;13;4-40;N/A;N/A;153.61;21.53;58.0;3;30°;0.03;HSS;Aluminium Titanium Nitride;Type 3;2_E_1;12;4;8;1;N/A;N/A;N/A;N/A;0;tool;Blind Hole Thread Tap
Thread Tap;0;0;1;0;0;41LQE690;736.7107.3153;mm;No;KENNAMETAL;HSK-A63;8;0.315;14;0-80;N/A;N/A;93.0;28.77;37.0;7;45°;0.3;HSS;None;Type 2;4_F_9;11;1;10;0;N/A;N/A;4_F_3;N/A;48;tool;Thru-hole Thread Tap
T-Slot Mill;0;0;0;0;1;96GYX216;733.6171.1574;inch;No;SECO;SK-40;50.8;2;28;N/A;8;14.4363;64.77;25.65;63.44;10;45°;N/A;HSS;Aluminium Titanium Nitride;Type 2;2_A_13;4;4;0;4;5_D_15;N/A;N/A;N/A;29;tool;Radius T-Slot Mill
Sphere Mill;0;0;0;0;1;15IIH693;711.6508.1622;inch;No;Sandvik;SK-40;15.875;0.625;41;N/A;N/A;N/A;58.64;31.0;41.87;1;45°;N/A;HSS;Titanium Nitride;Type 1;6_A_3;10;3;7;6;N/A;N/A;N/A;N/A;0;tool;Sphere Mill
Sphere Mill;0;0;0;0;1;52RUT637;726.1637.1882;mm;No;KENNAMETAL;SK-40;5;0.1969;41;N/A;N/A;N/A;158.0;68.0;108.0;3;30°;3;HSS;None;Type 2;1_E_13;12;5;7;8;N/A;N/A;1_B_9;N/A;37;tool;Sphere Mill
End Mill;0;0;0;0;1;74JBY828;733.6493.7485;inch;No;Niagara Cutter;SK-40;12.7;0.5;20;N/A;N/A;N/A;65.0;21.93;37.0;7;45°;N/A;HSS;None;Type 3;2_C_12;6;1;5;0;N/A;N/A;N/A;2_D_11;18;tool;Chamfer Ended End Mill
Sphere Mill;0;0;0;0;1;88WFQ170;787.1392.6046;inch;No;SECO;SK-40;12.7;0.5;29;N/A;N/A;N/A;66.0;19.6;31.37;9;45°;N/A;HSS;Diamond;Type 1;2_B_7;11;4;7;9;6_E_8;N/A;N/A;N/A;35;tool;Sphere Mill
Thread Tap;0;0;0;0;1;34RJM786;769.2400.4951;mm;Yes;SECO;SK-40;6;0.2362;20;M6;N/A;N/A;173.63;14.0;31.0;10;90°;0.5;HSS;Aluminium Titanium Nitride;Type 1;3_A_12;11;2;9;9;N/A;N/A;N/A;N/A;0;tool;Blind Hole Thread Tap
T-Slot Mill;0;0;0;0;1;81RPE696;790.5271.1378;mm;No;SECO;SK-40;4;0.1575;28;N/A;18;10.7314;138.0;12.0;23.18;1;45°;N/A;HSS;Aluminium Titanium Nitride;N/A;1_F_3;13;3;10;7;N/A;N/A;N/A;N/A;0;tool;Radius T-Slot Mill
Sphere Mill;0;0;0;0;1;42EIE445;749.4836.7767;mm;No;Niagara Cutter;HSK-A63;8;0.315;35;N/A;N/A;N/A;180.54;51.71;171.9;8;90°;N/A;HSS;Aluminium Titanium Nitride;Type 3;5_E_2;0;0;0;0;N/A;N/A;N/A;4_B_6;41;tool;Sphere Mill
T-Slot Mill;0;1;0;0;0;88HIB636;768.5629.2517;inch;Yes;Garant;SK-40;15.875;0.625;17;N/A;6;12.9624;118.73;18.0;63.39;8;30°;N/A;HSS;Aluminium Titanium Nitride;N/A;3_E_13;11;1;10;5;N/A;N/A;N/A;N/A;0;tool;T-Slot Mill
Drill;1;1;0;0;0;62VUR802;800.6007.3670;mm;Yes;SECO;SK-40;5;0.1969;14;N/A;N/A;N/A;129.0;58.63;118.0;10;N/A;0.5;VHM;None;Type 3;4_A_11;6;4;2;5;N/A;N/A;N/A;N/A;0;tool;Modular Drill
Sphere Mill;0;0;0;0;1;78WUC101;782.4831.3811;inch;No;Niagara Cutter;SK-40;3.175;0.125;30;N/A;N/A;N/A;139.0;11.49;67.0;3;30°;0.12;HSS;Diamond;Type 1;5_B_10;8;3;5;1;N/A;N/A;N/A;5_A_4;36;tool;Sphere Mill
Face Mill;0;0;0;0;1;85XSN203;754.8764.3976;mm;Yes;Sandvik;HSK-A63;2;0.0787;12;N/A;N/A;N/A;163.0;12.0;55.0;6;30°;N/A;VHM;None;N/A;3_D_3;10;5;5;9;N/A;N/A;N/A;N/A;0;tool;Face Mill
Drill;0;0;0;0;1;55RCW898;782.5479.3760;inch;No;Niagara Cutter;SK-40;44.45;1.75;48;N/A;N/A;N/A;80.0;32.72;55.0;9;45°;0.03;HSS;Aluminium Titanium Nitride;Type 1;3_A_4;9;0;9;0;N/A;N/A;N/A;N/A;0;tool;Flat-end Drill
Chamfer Mill;0;0;1;0;0;11JWY522;714.7101.2740;inch;Yes;SECO;SK-40;25.4;1;10;N/A;N/A;N/A;127.0;82.0;118.0;3;90°;0.03;HSS;Aluminium Titanium Nitride;Type 1;6_D_6;9;5;4;0;2_A_15;N/A;N/A;N/A;0;tool;Double-sided Chamfer Mill
T-Slot Mill;1;1;1;1;0;63YMH178;768.1087.4887;inch;No;Niagara Cutter;HSK-A63;19.05;0.75;21;N/A;6;13.0927;196.84;14.89;82.0;5;90°;N/A;VHM;Titanium Nitride;Type 2;3_C_5;14;4;10;7;N/A;N/A;N/A;5_C_6;41;tool;T-Slot Mill
Drill;0;0;0;0;1;11EOV273;753.5074.3734;mm;Yes;Niagara Cutter;SK-40;1;0.0394;48;N/A;N/A;N/A;139.05;14.0;43.67;3;N/A;N/A;VHM;Aluminium Titanium Nitride;Type 3;2_A_10;3;0;3;1;N/A;N/A;N/A;3_C_3;47;tool;Flat-end Drill
Drill;0;0;0;0;1;98KDZ356;787.5851.8018;inch;Yes;KENNAMETAL;HSK-A63;50.8;2;37;N/A;N/A;N/A;59.0;18.79;38.54;8;N/A;N/A;HSS;None;Type 1;2_D_3;10;1;9;8;N/A;N/A;N/A;N/A;0;tool;Flat-end Drill
Drill;0;0;0;0;1;67TRE110;735.4720.8981;mm;No;Garant;HSK-A63;6;0.2362;40;N/A;N/A;N/A;182.0;33.0;65.0;2;90°;N/A;HSS;None;Type 2;2_D_11;7;1;6;6;N/A;N/A;N/A;N/A;0;tool;Flat-end Drill
T-Slot Mill;0;0;0;0;1;11HNU905;701.3230.5300;mm;No;SECO;HSK-A63;2;0.0787;26;N/A;20;11.1349;94.0;41.0;51.26;4;90°;N/A;VHM;Aluminium Titanium Nitride;Type 3;2_E_1;3;2;1;2;1_C_12;N/A;N/A;N/A;27;tool;T-Slot Mill
End Mill;0;0;0;0;1;12XWL236;745.6106.6614;inch;No;KENNAMETAL;SK-40;44.45;1.75;31;N/A;N/A;N/A;193.0;98.24;102.74;2;30°;0.12;HSS;Aluminium Titanium Nitride;Type 2;5_C_7;11;2;9;5;N/A;N/A;1_A_4;N/A;38;tool;Roughing End Mill
Sphere Mill;0;0;1;0;0;21JWY946;711.4238.9909;inch;No;SECO;HSK-A63;3.175;0.125;40;N/A;N/A;N/A;110.52;42.0;108.06;5;N/A;N/A;VHM;Diamond;Type 1;1_D_8;9;5;4;8;5_D_15;N/A;N/A;N/A;13;tool;Sphere Mill
Face Mill;0;0;0;1;0;50UGF305;717.5518.7795;mm;Yes;KENNAMETAL;HSK-A63;2.5;0.0984;24;N/A;N/A;N/A;110.0;93.47;103.09;1;45°;N/A;HSS;Aluminium Titanium Nitride;Type 2;2_E_5;5;2;3;3;N/A;N/A;2_D_3;N/A;6;tool;Face Mill
End Mill;0;0;0;0;1;14UAC893;743.9954.4716;mm;Yes;SECO;HSK-A63;3.5;0.1378;11;N/A;N/A;N/A;141.0;18.56;42.6;5;45°;N/A;HSS;Diamond;Type 1;1_B_3;8;3;5;7;N/A;N/A;N/A;N/A;0;tool;Roughing End Mill
Face Mill;1;0;0;1;0;64SOB955;798.1531.2461;mm;Yes;Garant;HSK-A63;3.5;0.1378;45;N/A;N/A;N/A;150.0;92.93;119.55;8;30°;3;HSS;Diamond;Type 1;3_B_1;11;3;8;4;N/A;N/A;N/A;N/A;0;tool;High-feed Face Mill
Thread Tap;0;0;0;0;1;62XSK346;738.7467.9753;inch;No;Niagara Cutter;SK-40;15.875;0.625;12;M8;N/A;N/A;72.0;11.08;21.67;3;45°;N/A;HSS;Diamond;N/A;6_B_8;7;5;2;6;N/A;N/A;N/A;4_F_13;40;tool;Blind Hole Thread Tap
T-Slot Mill;0;0;0;0;1;30TFT141;748.2496.4899;inch;Yes;Sandvik;SK-40;50.8;2;25;N/A;17;7.1625;99.38;53.0;57.18;3;N/A;0.12;VHM;Titanium Nitride;Type 1;5_D_11;5;2;3;1;N/A;6_C_1;N/A;N/A;37;tool;Radius T-Slot Mill
Chamfer Mill;0;0;0;0;1;62QDB935;789.5579.4667;mm;No;KENNAMETAL;SK-40;3;0.1181;46;N/A;N/A;N/A;106.4;49.73;58.0;10;N/A;N/A;VHM;Aluminium Titanium Nitride;N/A;4_D_9;10;3;7;10;N/A;N/A;N/A;N/A;0;tool;Double-sided Chamfer Mill
Face Mill;0;0;0;0;1;79INL544;759.2246.8262;mm;No;SECO;SK-40;5;0.1969;15;N/A;N/A;N/A;73.0;17.67;38.0;5;30°;N/A;HSS;Diamond;Type 2;1_E_6;7;5;2;6;N/A;N/A;N/A;N/A;0;tool;Face Mill
Face Mill;0;0;0;0;1;69NSR491;724.7687.3497;inch;Yes;Sandvik;SK-40;31.75;1.25;42;N/A;N/A;N/A;119.0;51.0;53.85;7;N/A;N/A;VHM;None;N/A;4_C_11;7;4;3;1;N/A;3_A_11;N/A;N/A;14;tool;Face Mill
T-Slot Mill;0;0;0;1;0;43CGR619;749.2225.9414;mm;Yes;Garant;SK-40;4;0.1575;22;N/A;7;10.9955;156.91;24.0;130.0;5;30°;0.5;HSS;Aluminium Titanium Nitride;Type 1;4_F_6;8;5;3;8;N/A;N/A;N/A;N/A;0;tool;T-Slot Mill
Sphere Mill;0;0;0;0;1;64ZAQ210;788.2700.5052;mm;Yes;Garant;HSK-A63;10;0.3937;19;N/A;N/A;N/A;179.17;106.06;159.0;2;30°;0.5;HSS;Aluminium Titanium Nitride;Type 1;4_A_8;4;2;2;2;N/A;N/A;N/A;N/A;0;tool;Sphere Mill
Face Mill;0;0;0;0;0;51ZJG508;735.9954.2810;mm;Yes;Niagara Cutter;HSK-A63;5;0.1969;44;N/A;N/A;N/A;109.0;12.34;38.0;6;45°;0.4;VHM;Aluminium Titanium Nitride;Type 1;1_C_15;3;3;0;3;N/A;N/A;N/A;N/A;0;tool;Face Mill
Drill;1;1;0;0;0;21AUE762;721.1091.6333;mm;No;Garant;SK-40;2.5;0.0984;43;N/A;N/A;N/A;80.0;30.0;67.75;7;45°;N/A;VHM;Titanium Nitride;Type 2;4_A_10;5;5;0;2;N/A;N/A;N/A;N/A;0;tool;Pilot Drill
Thread Tap;0;0;0;0;1;30IUA116;736.3532.5437;inch;Yes;KENNAMETAL;SK-40;3.175;0.125;41;M8;N/A;N/A;133.07;106.0;108.0;9;30°;0.03;HSS;None;N/A;4_C_8;0;0;0;0;N/A;N/A;N/A;N/A;0;tool;Blind Hole Thread Tap
Face Mill;0;0;0;0;1;83ZNV958;716.9341.8682;inch;No;Sandvik;SK-40;6.35;0.25;29;N/A;N/A;N/A;92.17;27.0;30.94;9;N/A;0.06;HSS;Diamond;Type 2;3_A_8;13;5;8;0;N/A;5_D_1;N/A;N/A;0;tool;Face Mill
End Mill;0;0;0;0;0;93UES636;737.8794.8770;inch;No;KENNAMETAL;HSK-A63;38.1;1.5;23;N/A;N/A;N/A;59.0;35.51;47.0;2;N/A;0.03;VHM;Aluminium Titanium Nitride;N/A;2_E_11;3;0;3;0;N/A;N/A;5_C_13;N/A;17;tool;Ball Nose End Mill
Chamfer Mill;0;0;0;0;0;73NHN396;735.1848.8614;inch;No;Garant;HSK-A63;3.175;0.125;32;N/A;N/A;N/A;114.23;30.42;97.03;6;90°;N/A;HSS;Titanium Nitride;N/A;1_C_1;7;3;4;1;N/A;N/A;N/A;N/A;0;tool;Double-sided Chamfer Mill
Drill;0;0;0;0;1;33PIS694;723.3429.6036;mm;No;Garant;HSK-A63;3.5;0.1378;12;N/A;N/A;N/A;166.37;37.0;141.0;4;45°;N/A;HSS;None;Type 3;4_C_3;6;5;1;2;N/A;N/A;N/A;N/A;0;tool;Pilot Drill
Sphere Mill;0;0;0;0;1;84BRU482;750.8143.2842;mm;No;SECO;SK-40;4;0.1575;14;N/A;N/A;N/A;115.0;43.0;91.3;10;90°;0.3;VHM;None;N/A;2_F_7;8;5;3;6;N/A;N/A;N/A;N/A;0;tool;Sphere Mill
End Mill;0;0;0;0;1;97JQF491;711.2779.1656;inch;Yes;SECO;HSK-A63;15.875;0.625;24;N/A;N/A;N/A;98.0;30.52;54.0;10;90°;N/A;HSS;Titanium Nitride;Type 1;3_B_11;5;3;2;1;N/A;N/A;N/A;N/A;0;tool;Ball Nose End Mill
T-Slot Mill;1;1;0;0;0;79MIQ801;708.4525.7286;mm;Yes;KENNAMETAL;SK-40;10;0.3937;47;N/A;12;6.385;129.23;26.82;42.59;1;30°;0.3;VHM;Diamond;N/A;2_D_10;5;1;4;4;N/A;N/A;6_D_12;N/A;17;tool;Radius T-Slot Mill
Thread Tap;1;0;1;0;0;69JCA265;719.2201.7809;inch;Yes;SECO;SK-40;38.1;1.5;49;0-80;N/A;N/A;194.0;35.2;95.91;10;90°;N/A;VHM;Titanium Nitride;Type 2;5_A_14;11;4;7;4;N/A;N/A;N/A;N/A;0;tool;Thru-hole Thread Tap
End Mill;0;0;0;0;1;56EYY974;793.7781.9364;mm;No;Niagara Cutter;SK-40;4;0.1575;43;N/A;N/A;N/A;81.0;44.68;55.08;2;N/A;N/A;VHM;Titanium Nitride;Type 3;2_D_2;3;3;0;2;N/A;N/A;N/A;6_F_2;32;tool;Ball Nose End Mill
Thread Tap;1;1;0;0;0;49OPP679;751.5305.8023;inch;No;Sandvik;SK-40;6.35;0.25;50;M12;N/A;N/A;121.0;26.0;27.0;6;30°;0.03;VHM;Diamond;Type 3;3_C_1;10;0;10;6;N/A;N/A;N/A;N/A;0;tool;Blind Hole Thread Tap
Drill;0;0;0;0;1;95LGX375;748.7378.2782;inch;No;Garant;SK-40;44.45;1.75;24;N/A;N/A;N/A;65.58;12.3;38.0;7;N/A;N/A;VHM;Titanium Nitride;Type 2;4_A_14;13;5;8;8;N/A;N/A;N/A;N/A;0;tool;Flat-end Drill
Drill;0;0;0;0;1;72BVN712;780.4799.5880;mm;No;SECO;SK-40;6;0.2362;42;N/A;N/A;N/A;73.0;27.47;55.0;4;90°;N/A;HSS;Diamond;Type 1;2_F_3;6;0;6;1;6_F_11;N/A;N/A;N/A;12;tool;Flat-end Drill
Drill;0;0;0;0;1;42IAO945;720.8333.4311;inch;Yes;Niagara Cutter;HSK-A63;50.8;2;22;N/A;N/A;N/A;147.0;20.0;25.96;5;45°;0.03;VHM;Titanium Nitride;Type 1;2_F_2;4;4;0;0;N/A;N/A;N/A;6_C_1;27;tool;Modular Drill
